ID,Label,Num_Stress,Stress_ID,Block,Position,Base_Soil,MP,Drought,Herbicide,Antibiotic,Seed_1_Emergence_Date,Seed_2_Emergence_Date,June_11_Height_cm,June_18_Height_cm,June_25_Height_cm,Jul_2_Height_cm,July_9_Height_cm,July_15_Height_cm,Shoot_Biomass,Root_Biomass,File.Name,Region.of.Interest,Median.Number.of.Roots,Maximum.Number.of.Roots,Number.of.Root.Tips,Total.Root.Length.mm,Depth.mm,Maximum.Width.mm,Width-to-Depth.Ratio,Network.Area.mm2,Convex.Area.mm2,Solidity,Lower.Root.Area.mm2,Average.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Holes,Computation.Time.s,Average.Root.Orientation.deg,Shallow.Angle.Frequency,Medium.Angle.Frequency,Steep.Angle.Frequency,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,TOC_Batch,Broken_Tube_TOC,Date_of_TOC,TOC_Sample_ID,NPOC,NPOC_Unit,Vial,Date_Time
140,ADxM_8,3,Antibiotic_Drought_MP,9,5,AB+MP,Presence,Presence,Absence,Presence,June_7,June_7,14.8,27,28.6,28.6,28.4,28.2,135.7,231.2,MO_140.jpg,roi_3,52,110,2080,30428.76164,280.839333,206.248,0.734399,7253.621693,53674.27796,0.135141,6985.923304,0.349039,8.873858,47918.25213,5987.310493,32770.66133,10416,7.996,46.804243,0.319856,0.306558,0.373586,17927.69394,12501.06771,3639.355604,6789.224255,11433.73035,21336.93098,613.381679,5373.928813,NA,NA,NA,,,,,
141,ADxM_9,3,Antibiotic_Drought_MP,13,4,AB+MP,Presence,Presence,Absence,Presence,June_7,June_7,15,30.3,32.5,34.5,34.3,34.1,224.6,187,MO_141.jpg,roi_3,46,178,2037,26154.57268,280.839333,207.433333,0.738619,6589.067467,57483.76944,0.114625,6211.30299,0.356308,9.46337,43348.47325,5514.854543,28840.99473,7451,8.17,48.156114,0.297312,0.311233,0.391456,15405.07881,10749.49387,3280.267345,5898.475582,10305.55818,18535.43655,575.264209,4939.590334,1,N,Mar_2,141_EX2,0.4301,mg/L,26,3/2/26 16:39
142,ADxM_10,3,Antibiotic_Drought_MP,18,1,AB+MP,Presence,Presence,Absence,Presence,June_7,June_7,15.9,26.1,33.7,33.5,33.4,33.4,244,222.6,MO_142.jpg,roi_3,60,97,2058,30822.2134,278.511,207.433333,0.744794,7328.897529,57140.66887,0.128261,7264.148554,0.341148,6.466893,49274.96442,4908.849951,32375.97945,10558,8.537,47.950197,0.303302,0.311046,0.385652,18396.14023,12426.07318,3874.954508,6428.104793,12173.88905,20202.0904,671.580277,4237.269674,3,N,Mar_9,142_EX2,0.5567,mg/L,63,3/10/26 4:04
143,ADxM_11,3,Antibiotic_Drought_MP,18,2,AB+MP,Presence,Presence,Absence,Presence,June_6,June_7,11.9,19.2,21.2,25.9,25.6,28,134.5,101.6,MO_143.jpg,roi_3,37,88,1366,20221.06169,279.654,206.883,0.739782,4900.934643,57152.84537,0.085751,4678.915373,0.329381,6.966374,34920.00666,3125.567078,20548.79886,5028,6.487,47.91983,0.302164,0.312064,0.385772,13012.08306,7208.978622,2686.869827,3852.341912,8441.296892,12107.50197,458.218524,2667.348554,2,N,Mar_5,143_EX2,0.7396,mg/L,51,3/6/26 5:31
144,AxHM_1,3,Antibiotic_Herbicide_MP,2,5,AB+MP,Presence,Absence,Presence,Presence,June_6,June_8,14.4,29.4,38.8,38.4,37.9,38.9,397.4,250.6,MO_144.jpg,roi_1,76,129,2988,42224.7261,278.638,205.147333,0.73625,9408.445341,55051.49294,0.170903,9345.04941,0.319016,8.33397,67005.2824,6019.117572,41445.23952,14909,10.06,45.969241,0.329271,0.312296,0.358433,26511.6656,15713.0605,5309.670463,7878.607142,16681.15748,24764.08204,886.712349,5132.405223,3,N,Mar_9,144_EX2,1.062,mg/L,64,3/10/26 4:20
145,AxHM_2,3,Antibiotic_Herbicide_MP,13,7,AB+MP,Presence,Absence,Presence,Presence,June_6,June_7,7,16.1,25.5,26,26.5,30.1,153.1,81.1,MO_145.jpg,roi_3,34.5,72,1234,16609.51135,279.654,206.883,0.739782,4094.615467,53390.23641,0.076692,3989.337899,0.340162,8.093088,28949.69956,3373.474308,17503.25295,3690,6.087,49.158295,0.283152,0.309295,0.407553,10841.41203,5768.099316,2176.596567,3393.850674,6838.139027,10665.11392,362.988471,3010.485837,3,Y,Mar_9,145_EX2,8.147,mg/L,65,3/10/26 4:37
146,AxHM_3,3,Antibiotic_Herbicide_MP,6,9,AB+MP,Presence,Absence,Presence,Presence,unknown,unknown,3,8.7,15.4,28.8,28.9,28.5,117,52.5,MO_146.jpg,roi_3,28,140,1050,14785.19045,283.167667,206.883,0.730602,4060.83238,56685.49505,0.071638,3746.234443,0.387821,4.170209,25582.37109,3000.823423,17610.07639,3541,6.064,47.691423,0.297657,0.321276,0.381066,8280.77101,6504.419436,1728.168213,3876.704416,5429.225739,12180.85065,298.869515,2701.953908,1,N,Mar_2,146_EX2,0.02787,mg/L,27,3/2/26 16:55
147,AxHM_4,3,Antibiotic_Herbicide_MP,2,1,AB+MP,Presence,Absence,Presence,Presence,June_6,June_7,7.7,18,25.3,26.3,26,30.2,175.5,90.1,MO_147.jpg,roi_3,35,89,1402,19017.28032,279.611667,206.883,0.739894,4664.953036,53948.46468,0.086471,4588.962148,0.335719,5.568081,32481.16635,2937.759621,19690.71164,4655,5.735,46.477916,0.324282,0.308677,0.367041,12004.52098,7012.759337,2419.33291,3847.231432,7600.615525,12090.09611,404.913528,2532.846093,3,N,Mar_9,147_EX2,0.1454,mg/L,66,3/10/26 4:53
148,AxHM_5,3,Antibiotic_Herbicide_MP,7,6,AB+MP,Presence,Absence,Presence,Presence,June_7,June_7,9.2,14,19.6,23.4,23.1,26.8,159.3,165.6,MO_148.jpg,roi_3,47,85,1700,23859.9688,279.611667,206.883,0.739894,6224.457085,56351.25199,0.110458,6126.392765,0.370926,7.184205,39742.43834,5161.711143,27405.44928,6770,7.788,46.39004,0.323103,0.314986,0.36191,13463.23909,10396.72971,2773.675156,5948.131903,8713.989361,18691.45992,475.123173,4686.58797,3,N,Mar_9,148_EX2,0.3722,mg/L,67,3/10/26 5:06
149,AxHM_6,3,Antibiotic_Herbicide_MP,11,4,AB+MP,Presence,Absence,Presence,Presence,June_6,June_9,8.9,20.1,19.8,23.5,23.6,23.6,143.9,72.7,MO_149.jpg,roi_3,22,66,1095,13529.8157,279.019,206.332667,0.739493,3381.113309,56104.90302,0.060264,3276.323196,0.331357,7.125091,23795.7438,2442.65864,13882.29316,2879,5.312,45.1317,0.349371,0.300591,0.350038,8507.406407,5022.40929,1678.031821,2740.307037,5272.001019,8610.292139,277.347698,2165.310941,2,N,Mar_5,149_EX2,0.09719,mg/L,52,3/6/26 5:46
150,AxHM_7,3,Antibiotic_Herbicide_MP,15,5,AB+MP,Presence,Absence,Presence,Presence,June_6,June_7,8.9,24,33.6,34.1,33.9,34,307.1,251.6,MO_150.jpg,roi_3,49,101,1988,27513.65681,283.083,206.332667,0.728877,7174.043,57910.13687,0.123882,6564.209094,0.397695,8.254891,44088.79379,8374.254244,33735.52112,8427,8.072,46.886181,0.315692,0.309714,0.374594,16033.80901,11479.8478,3367.330258,7369.075013,10579.08515,23156.43598,582.644578,7791.609665,1,Y,Mar_2,150_EX2,1.73,mg/L,28,3/2/26 17:07
151,AxHM_8,3,Antibiotic_Herbicide_MP,1,3,AB+MP,Presence,Absence,Presence,Presence,June_8,NA,6.8,15.4,26.5,26.1,26.3,34.7,144.7,100.8,MO_151.jpg,roi_3,41,81,1429,22093.02014,281.897667,206.332667,0.731942,5337.70617,57725.44727,0.092467,5112.982606,0.333125,8.636415,37704.12124,4094.084028,22664.9311,5712,6.727,45.182771,0.338462,0.317026,0.344512,14416.03675,7676.983386,2873.741374,4339.34505,9028.363654,13636.56745,477.932672,3616.151357,3,N,Mar_9,151_EX2,0.2646,mg/L,68,3/10/26 5:21
152,AxHM_9,3,Antibiotic_Herbicide_MP,16,9,AB+MP,Presence,Absence,Presence,Presence,June_7,June_7,10.2,20.1,24.1,30.8,30.3,30.6,186.3,67.7,MO_152.jpg,roi_3,29,58,1103,14887.86062,280.712333,206.332667,0.735032,3603.186342,56898.14964,0.063327,3505.614853,0.343306,6.461903,25336.35412,2862.533626,15832.21915,3762,5.643,49.213394,0.283911,0.307202,0.408887,9764.350336,5123.510279,1979.217435,3058.666873,6218.086045,9614.1331,331.406746,2531.12688,2,N,Mar_5,152_EX2,-0.1191,mg/L,53,3/6/26 6:02
153,AxHM_10,3,Antibiotic_Herbicide_MP,8,9,AB+MP,Presence,Absence,Presence,Presence,June_7,June_8,9.7,22.7,26.5,28.9,29.1,28.9,195.8,137,MO_153.jpg,roi_3,48,95,1842,26610.71796,277.791333,206.332667,0.742761,6500.383057,53654.36402,0.121153,6412.782873,0.353016,7.63175,42957.89846,5179.762044,28979.74309,8157,7.27,45.517592,0.334869,0.316334,0.348797,16208.98218,10401.73578,3329.371156,5892.993547,10459.73757,18520.00553,566.262661,4613.499383,2,N,Mar_5,153_EX2,0.3516,mg/L,54,3/6/26 6:18
154,AxHM_11,3,Antibiotic_Herbicide_MP,11,6,AB+MP,Presence,Absence,Presence,Presence,June_6,June_7,6.7,11.2,14,14,17.7,25.6,151.6,122.8,MO_154.jpg,roi_3,38,72,1337,20700.38328,281.305,206.332667,0.733484,5466.517741,55314.20926,0.098827,5372.320797,0.376707,6.096,34229.72822,4328.109225,24095.95984,5654,6.54,46.088106,0.332196,0.306909,0.360895,11246.82748,9453.555799,2374.013671,5294.236095,7458.320557,16637.63928,414.680149,3913.429076,3,N,Mar_9,154_EX2,0.9396,mg/L,69,3/10/26 5:37
155,ADHx_1,3,Antibiotic_Drought_Herbicide,15,6,AB,Absence,Presence,Presence,Presence,June_6,June_7,11.1,24.6,29.4,31.5,31.2,31.1,124.2,140.9,MO_155.jpg,roi_3,16,73,944,11493.90342,282.405667,204.554667,0.724329,3232.34479,57731.32271,0.055989,2868.38136,0.396459,7.44778,20051.0512,3115.176296,14082.42125,2423,5.238,46.368868,0.322612,0.309741,0.367647,6702.149456,4791.753958,1412.76497,3069.296463,4438.420925,9644.000322,245.90905,2869.267247,2,N,Mar_5,155_EX2,-0.02983,mg/L,55,3/6/26 6:33
156,ADHx_2,3,Antibiotic_Drought_Herbicide,12,8,AB,Absence,Presence,Presence,Presence,June_7,NA,9.1,21.4,26.8,28.3,28.3,29.4,224.5,133.5,MO_156.jpg,roi_3,29,63,1152,14765.33024,281.220333,204.554667,0.727382,3833.004879,55386.89819,0.069204,3652.596637,0.351046,6.667198,25725.84006,3028.825645,16084.86131,3291,5.61,46.183498,0.323898,0.323207,0.352895,8947.712939,5817.617297,1953.138253,3166.213234,6136.082599,9948.778714,349.047109,2679.778536,NA,NA,NA,,,,,
157,ADHx_3,3,Antibiotic_Drought_Herbicide,10,1,AB,Absence,Presence,Presence,Presence,June_6,June_8,5.9,16.3,17.5,24.1,24.3,25.9,134,91.9,MO_157.jpg,roi_3,36,108,1229,18462.61002,281.220333,205.147333,0.72949,4848.221486,56752.89008,0.085427,4587.70767,0.359776,3.81,31356.88779,3124.95941,20493.98461,4738,6.547,46.753542,0.316636,0.31522,0.368144,10598.07025,7864.539772,2249.162763,4272.318446,7066.385427,13427.59918,393.914643,2731.044767,3,N,Mar_9,157_EX2,0.1649,mg/L,70,3/10/26 5:53
158,ADHx_4,3,Antibiotic_Drought_Herbicide,15,9,AB,Absence,Presence,Presence,Presence,June_7,June_8,13,30.4,32.5,32.3,32,32,183.3,117.9,MO_158.jpg,roi_3,33,181,1460,17658.32327,281.220333,201.633667,0.716995,4589.76143,54615.33342,0.084038,4372.519929,0.360323,6.929231,30525.68646,3845.831937,19780.77539,4464,6.66,47.289203,0.300036,0.323981,0.375983,10243.73899,7414.584279,2196.097241,4098.288022,6899.429965,12881.34542,388.014547,3457.817389,3,N,Mar_9,158_EX2,0.1743,mg/L,71,3/10/26 6:06
159,ADHx_5,3,Antibiotic_Drought_Herbicide,12,2,AB,Absence,Presence,Presence,Presence,June_6,June_7,12.8,24.7,25.6,26.1,25.5,31.6,206.5,82.3,MO_159.jpg,roi_3,34,66,1163,17074.94782,281.813,203.411667,0.721797,4016.162219,54845.55966,0.073227,3877.30945,0.306595,5.68781,29779.58806,2077.660984,16166.88599,3843,5.74,47.313424,0.307115,0.313806,0.379079,11434.38341,5640.564417,2402.906866,2742.235571,7549.371135,8617.514855,415.051769,1662.609215,2,N,Mar_5,159_EX2,-0.113,mg/L,56,3/6/26 6:49
160,ADHx_6,3,Antibiotic_Drought_Herbicide,3,4,AB,Absence,Presence,Presence,Presence,June_6,June_7,13.7,28.5,28.5,27.8,29.6,40.9,299.8,83,MO_160.jpg,roi_3,29,62,1127,15127.52163,281.813,206.375,0.732312,3766.617915,55633.27225,0.067704,3304.665434,0.342427,7.200152,26990.25445,3291.40657,16055.11998,2931,5.971,47.288934,0.312767,0.31031,0.376923,9774.823673,5352.697955,2101.578545,3008.701632,6602.303718,9452.81626,370.79756,2920.609009,NA,NA,NA,,,,,
161,ADHx_7,3,Antibiotic_Drought_Herbicide,2,9,AB,Absence,Presence,Presence,Presence,June_7,NA,17.2,34.1,35.2,35.1,34.9,35,185.3,156.6,MO_161.jpg,roi_3,52,109,1857,31715.65409,281.813,205.189667,0.728106,7808.670763,55462.9966,0.140791,7730.486331,0.356568,7.196667,49059.23848,4826.521471,34726.1869,11076,8.448,45.932027,0.330064,0.310514,0.359422,17389.64241,14326.01168,3643.546637,7406.209615,11447.138,23279.0489,630.283157,4196.238313,1,N,Mar_2,161_EX2,1.059,mg/L,29,3/2/26 17:23
162,ADHx_8,3,Antibiotic_Drought_Herbicide,11,9,AB,Absence,Presence,Presence,Presence,June_7,NA,11.8,24.2,29.8,32,32,32.3,158.8,141,MO_162.jpg,roi_3,31,135,1332,17460.07868,281.813,205.782333,0.730209,4534.92283,57554.67521,0.078793,4369.813841,0.357249,9.507581,29597.23174,3583.722395,19273.91982,4485,6.082,45.816657,0.322962,0.325533,0.351505,9754.884652,7705.194029,2108.407059,4025.529784,6623.88728,12650.03254,373.810379,3209.912016,1,N,Mar_2,162_EX2,0.1011,mg/L,30,3/2/26 17:39
163,ADHx_9,3,Antibiotic_Drought_Herbicide,6,8,AB,Absence,Presence,Presence,Presence,June_6,June_9,9.4,19.4,32.1,32.3,32.2,32.3,218.9,116.6,MO_163.jpg,roi_3,47,136,1796,24970.61685,281.813,207.518,0.736368,6431.155596,58460.55691,0.110008,6258.507196,0.36223,6.364095,42172.08171,4651.275653,27784.64837,6329,7.518,46.59611,0.322089,0.309191,0.36872,14603.34646,10367.27039,3164.045231,5678.162906,9940.399802,17844.24857,560.930871,4090.344782,3,N,Mar_9,163_EX2,1.193,mg/L,72,3/10/26 6:22
164,ADHx_10,3,Antibiotic_Drought_Herbicide,4,7,AB,Absence,Presence,Presence,Presence,June_8,June_8,5.4,11.2,15.8,17.3,19.5,26.2,70.3,37.6,MO_164.jpg,roi_3,11,42,521,6854.773829,279.484667,189.865,0.67934,1926.933422,43578.98005,0.044217,1882.709496,0.363587,4.0152,12096.50395,1100.628061,7730.9756,1263,4.134,46.105237,0.322763,0.321068,0.356169,3656.16947,3198.604359,782.193729,1678.288918,2457.334071,5273.641529,137.789447,962.838614,3,N,Mar_9,164_EX2,-0.1863,mg/L,55,3/10/26 2:03
165,ADHx_11,3,Antibiotic_Drought_Herbicide,1,4,AB,Absence,Presence,Presence,Presence,June_7,June_7,9.3,23.5,25.2,27.6,27.6,30.7,213,187.7,MO_165.jpg,roi_3,38,109,1904,24568.77023,282.532667,205.189667,0.726251,6768.02589,54858.03365,0.123373,6547.284396,0.40352,6.250441,39135.55284,5760.084441,30641.39894,8038,7.612,45.299847,0.332159,0.320055,0.347786,11781.97487,12786.79536,2559.642708,7191.702427,8041.649732,22599.7492,458.527626,5301.556815,2,N,Mar_5,165_EX2,0.4496,mg/L,57,3/6/26 7:02
166,ADHM_1,4,Antibiotic_Drought_Herbicide_MP,16,2,AB+MP,Presence,Presence,Presence,Presence,June_7,June_7,10.5,22.2,35.1,35.1,35.3,35,267.1,193.5,MO_166.jpg,roi_3,47,157,1778,26330.66018,282.532667,205.232,0.726401,6973.093581,57120.00046,0.122078,6925.52916,0.385006,13.092435,42585.66839,7291.751355,31408.34537,7778,7.932,44.849646,0.343763,0.312819,0.343418,14299.36892,12031.29126,3061.626221,6933.932045,9618.561371,21789.784,540.005762,6751.745592,3,Y,Mar_9,166_EX2,42.6,mg/L,73,3/10/26 6:40
167,ADHM_2,4,Antibiotic_Drought_Herbicide_MP,1,5,AB+MP,Presence,Presence,Presence,Presence,June_7,June_7,8.6,21.7,27.1,33.6,33.5,35.2,223.2,88.7,MO_167.jpg,roi_3,29,112,1366,19966.19828,282.532667,205.232,0.726401,5127.34996,57964.09733,0.088457,5127.34996,0.369774,5.442427,32570.61443,4073.184329,22705.92892,5820,6.534,43.426947,0.366084,0.30702,0.326896,11377.56343,8588.63485,2330.820976,4895.630711,7322.618299,15383.31062,396.807075,3676.377254,2,N,Mar_5,167_EX2,0.06247,mg/L,58,3/6/26 7:18
168,ADHM_3,4,Antibiotic_Drought_Herbicide_MP,5,2,AB+MP,Presence,Presence,Presence,Presence,June_7,NA,10.3,25,30.4,33.3,33.6,34.4,221.3,168.2,MO_168.jpg,roi_3,46,92,1806,25264.85655,280.797,205.232,0.730891,6405.302602,55353.10793,0.115717,6257.801104,0.355524,6.475201,41219.52232,4611.49769,27809.23415,7418,7.684,46.377018,0.323054,0.308615,0.368331,14373.37524,10891.48131,3114.089526,5735.863543,9783.330756,18025.9034,553.253642,4058.244048,3,N,Mar_9,168_EX2,0.9223,mg/L,74,3/10/26 6:55
169,ADHM_4,4,Antibiotic_Drought_Herbicide_MP,16,4,AB+MP,Presence,Presence,Presence,Presence,June_7,NA,10.1,23,26.9,26.7,26.3,30.1,259.3,150.4,MO_169.jpg,roi_3,47,101,1859,26141.47465,279.654,206.967667,0.740085,6782.572456,57858.73733,0.117226,6457.612533,0.375722,6.558798,42826.02608,5935.436538,30394.61056,7565,7.636,46.578822,0.319551,0.314262,0.366187,14949.53802,11191.93664,3161.17341,6511.084328,9931.402887,20463.20767,550.174337,5385.262201,2,N,Mar_5,169_EX2,0.3567,mg/L,59,3/6/26 7:34
170,ADHM_5,4,Antibiotic_Drought_Herbicide_MP,9,10,AB+MP,Presence,Presence,Presence,Presence,June_6,June_7,7.9,22.7,26.9,31.8,30.4,30.7,200.7,163.9,MO_170.jpg,roi_3,47,94,1991,25085.32288,279.654,206.967667,0.740085,6465.121478,57858.73733,0.11174,6219.786844,0.375606,7.209107,41805.33412,6179.187473,29289.77866,7111,8.213,46.073182,0.326762,0.314591,0.358647,14406.72775,10678.59514,3086.658192,6234.037259,9697.633841,19592.14481,543.75447,5635.433003,2,N,Mar_5,170_EX2,0.9129,mg/L,60,3/6/26 7:50
171,ADHM_6,4,Antibiotic_Drought_Herbicide_MP,14,2,AB+MP,Presence,Presence,Presence,Presence,June_7,June_7,8.3,19.4,22.5,27.3,27.2,32.4,134.8,110.5,MO_171.jpg,roi_3,32,71,1443,16152.88952,276.606,206.375,0.746097,4302.60609,51562.59849,0.083444,4213.867916,0.35302,5.941767,27693.84265,2736.372078,17654.16526,3796,6.126,47.550685,0.306536,0.309703,0.383761,9440.552416,6712.337101,1928.377593,3690.276151,6058.302194,11595.86307,328.05611,2408.315968,3,N,Mar_9,171_EX2,0.5706,mg/L,75,3/10/26 7:08
172,ADHM_7,4,Antibiotic_Drought_Herbicide_MP,12,7,AB+MP,Presence,Presence,Presence,Presence,June_7,NA,14.1,27.8,32.2,31.8,31.8,33,329.5,180.7,MO_172.jpg,roi_3,44,102,2041,25967.46225,280.839333,206.375,0.734851,7393.157257,53074.86697,0.139297,7268.259657,0.411613,7.458359,40720.67952,5783.546207,33024.74269,8586,8.516,46.650681,0.315522,0.318364,0.366114,11291.34045,14676.1218,2487.805291,8021.84629,7815.909364,25208.83333,451.909264,5331.636943,2,N,Mar_5,172_EX2,0.7433,mg/L,61,3/6/26 8:06
173,ADHM_8,4,Antibiotic_Drought_Herbicide_MP,17,10,AB+MP,Presence,Presence,Presence,Presence,June_7,June_7,8.7,19.3,26.3,27.8,27.4,29.6,198.3,132.8,MO_173.jpg,roi_3,33,96,1495,19874.85077,280.035,205.74,0.734694,5555.669892,53297.72315,0.104238,5351.652379,0.389948,6.013122,33043.47316,4324.895518,23949.21774,5225,6.727,46.894291,0.311128,0.319395,0.369477,10307.08244,9567.768331,2204.354531,5417.765542,6925.381437,17023.83631,388.540217,3936.355301,1,N,Mar_2,173_EX2,0.2895,mg/L,31,3/2/26 17:55
174,ADHM_9,4,Antibiotic_Drought_Herbicide_MP,6,2,AB+MP,Presence,Presence,Presence,Presence,June_7,June_8,9.4,21,30.5,32.9,32.1,32.5,294.3,177.6,MO_174.jpg,roi_3,52,90,2082,30347.32496,281.474333,206.883,0.734998,8089.503534,57843.16747,0.139852,7957.702723,0.39212,5.158417,47587.11251,6074.416534,36741.68355,10238,9.479,45.647279,0.331378,0.322238,0.346383,15130.06298,15217.26198,3312.258002,8379.936107,10406.33512,26335.34844,595.486761,5478.929773,1,N,Mar_2,174_EX2,0.7949,mg/L,32,3/2/26 18:12
175,ADHM_10,4,Antibiotic_Drought_Herbicide_MP,8,8,AB+MP,Presence,Presence,Presence,Presence,June_7,June_7,12.6,28.5,28.2,28.2,27.8,32,301,229.1,MO_175.jpg,roi_1,63,130,2682,39204.70187,279.230667,205.147333,0.734688,8796.563052,52542.35907,0.167419,8553.025905,0.325256,7.754746,61720.29333,6296.691894,39260.90806,14489,10.019,44.442897,0.351024,0.309207,0.339769,24553.05714,14651.64473,4929.395738,7563.987122,15486.54831,23774.35975,822.109072,5474.582822,3,N,Mar_9,175_EX2,1.134,mg/L,76,3/10/26 7:25
176,ADHM_11,4,Antibiotic_Drought_Herbicide_MP,13,5,AB+MP,Presence,Presence,Presence,Presence,June_6,June_7,12.1,29.5,40.7,40.7,40.6,41.3,220.7,161.5,MO_176.jpg,roi_3,50,101,1762,28373.21554,279.738667,205.74,0.735472,7244.198773,55827.15985,0.129761,7244.198773,0.373404,6.705258,44065.62506,5560.51744,32624.52907,9573,7.585,46.653786,0.318425,0.310505,0.37107,15887.37516,12485.84038,3352.766963,7029.63649,10533.32104,22091.20803,581.714543,4978.802897,3,N,Mar_9,176_EX2,0.4904,mg/L,77,3/10/26 7:38
177,EXNEG1,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,EXNEG2,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,EXNEG3,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PCRNEG1,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,EXNEG4,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,EXNEG5,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,EXNEG6,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,EXNEG7,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,EXNEG8 ,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PCRNEG2,0,Negative_Control,,,,Absence,Absence,Absence,Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
